t,psFlux,psFluxErr,psMag,psMagErr
407,6.166930519383689e-05,1.3590312102608929e-06,19.42489298375184,0.023926804165193882
410,5.780975990876922e-05,1.3788134304843955e-06,19.495062708034602,0.0258957598759475
413,5.9015593598783507e-05,1.3695142973872536e-06,19.472648672875174,0.0251955655265642
416,6.003512861156891e-05,1.393012478152595e-06,19.454052008913173,0.025192651638938336
419,6.202201034047339e-05,1.392754287022828e-06,19.41870102462246,0.024381082545561972
422,6.024052236346497e-05,1.3946591754034664e-06,19.45034379951863,0.02513643475561929
425,6.052048672338936e-05,1.3800029501968636e-06,19.445309592062316,0.02475722266659678
428,6.20084084287665e-05,1.3850063654111712e-06,19.418939161173153,0.024250768449811822
431,6.0274086767127296e-05,1.3635154668433794e-06,19.449739024886703,0.024561435726421336
434,5.8798881817155424e-05,1.3666922337738282e-06,19.476642954424225,0.02523631730930411
437,5.813967770373891e-05,1.351884570355382e-06,19.48888407243871,0.025245926373519172
440,5.777273013518283e-05,1.3381708511578223e-06,19.49575839415794,0.025148552575832872
443,5.972126975393063e-05,1.3699170065316437e-06,19.459743040203044,0.02490517193679378
446,5.8294244199452165e-05,1.3689673726724863e-06,19.48600143246102,0.025497156023803483
449,5.9353620071583305e-05,1.3680519105367115e-06,19.46644759126013,0.025025322591391088
452,6.08064480188695e-05,1.3814535651968837e-06,19.440191534687045,0.024666695717220705
455,5.9212652955921755e-05,1.3779315239936839e-06,19.469029323305215,0.02526605494928881
458,6.0295950032803326e-05,1.4034646499217707e-06,19.44934526637109,0.025271886116551078
461,6.091040826642691e-05,1.3930399326236499e-06,19.438336846100416,0.024831123818898772
464,6.120711486724255e-05,1.3835695860437418e-06,19.433060850905896,0.02454276099483112
467,5.800922745566085e-05,1.3778970956418321e-06,19.491322917929633,0.02578956536376733
760,4.4910407507216734e-05,1.057867988437126e-06,19.769198132847855,0.025574597040035247
763,4.7153965549738295e-05,1.0543804416531144e-06,19.7162700676185,0.024277470743879065
766,4.579159771796399e-05,1.0547572844097483e-06,19.748101130301265,0.025008696529205728
769,4.513043726657654e-05,1.065974028515431e-06,19.76389176878647,0.025644923164709066
772,4.6307862626912524e-05,1.0631653052532758e-06,19.73592878158541,0.024927020986828287
775,4.8511357247936003e-05,1.0775815524658028e-06,19.685457058627637,0.024117430875248744
778,4.544675761710461e-05,1.061372006249473e-06,19.75630836209081,0.025356484693819206
781,4.551122826455396e-05,1.0714627667883764e-06,19.75476923109261,0.025561294702707533
784,4.623040243294861e-05,1.0705054507387114e-06,19.737746437375744,0.025141172563740707
787,4.704388362073963e-05,1.0448033840110742e-06,19.71880770496935,0.02411324860038839
790,4.4089940385064954e-05,1.0306780225503163e-06,19.789216843262174,0.025380947099453544
793,4.5232232195191585e-05,1.0288680998735673e-06,19.76144557088486,0.024696533682726056
796,4.498171902582923e-05,1.0122482804906026e-06,19.767475501138,0.024432916974598637
799,4.4686776577865116e-05,1.0144173092134074e-06,19.774618050966716,0.024646879540017538
802,4.333114929079418e-05,1.0055959719492023e-06,19.808065101863924,0.025196930429356227
805,4.438303887386512e-05,1.0068388009565483e-06,19.782023035441757,0.024630159770278704
808,4.447290782314136e-05,1.0200605709952418e-06,19.7798268064034,0.024903176949439113
811,4.4944568639016254e-05,1.0158877912860913e-06,19.768372580809046,0.024541033285467563
814,4.4052187748387784e-05,1.0052525877497722e-06,19.790146918535825,0.024776048256233772
817,4.406159010019612e-05,1.0112063772935603e-06,19.789915207353847,0.02491747056366539
820,4.282404133731438e-05,1.026974502014986e-06,19.820846498300707,0.02603732304054065
823,4.563261001993667e-05,1.0353431857689375e-06,19.75187734839797,0.024633909404871625
826,4.6293133912367176e-05,1.0687319128546183e-06,19.736274166610713,0.025065508270907526
829,4.459640167780748e-05,1.0783008776763162e-06,19.776816076091347,0.02625212480087254
832,4.7483721547999056e-05,1.094424662566193e-06,19.70870374840706,0.025024501888024138
835,4.668064833904931e-05,1.0675779135036206e-06,19.727223424151163,0.02483058897709024
838,4.6627045321392634e-05,1.0765536515995798e-06,19.72847088277056,0.02506813948534628
841,4.50597201983907e-05,1.099212233628146e-06,19.765594395749687,0.026486061464841355
844,4.646976047766276e-05,1.088122546120853e-06,19.73213953735671,0.025423286700711395
847,4.636235280287035e-05,1.0917051368174589e-06,19.734651953569312,0.025566083693012203
1140,5.064180035817591e-05,1.1746254270908328e-06,19.638792780246604,0.025183412599905728
1143,4.8233948023333234e-05,1.1725330745990837e-06,19.691683594650723,0.026393477261134512
1146,5.114904849994738e-05,1.1701466959361665e-06,19.62797172437908,0.024838597587153656
1149,5.1723580742998754e-05,1.1765248624131118e-06,19.61584416533173,0.024696581724823818
1152,5.1175603519437364e-05,1.162974567298189e-06,19.627408189665665,0.024673545714980667
1155,5.014368468750995e-05,1.1560112936865249e-06,19.64952501259367,0.02503053619785894
1158,5.0446483054973894e-05,1.164194600699576e-06,19.642988386784438,0.025056419215310106
1161,5.188032480446816e-05,1.167539696524823e-06,19.612558906318302,0.024433927963769125
1164,5.189262497763408e-05,1.182501497354975e-06,19.61230152241582,0.02474117831603922
1167,5.071299156721186e-05,1.1789613325916504e-06,19.637267546276828,0.025240889232656643
1170,5.11028758080825e-05,1.1685986634230718e-06,19.628952270554137,0.024828150229261953
1173,5.1170318883421506e-05,1.1596793517046412e-06,19.62752031373513,0.02460617571926249
1176,5.138721416549241e-05,1.1514063116367168e-06,19.62292793705688,0.02432752075068683
1179,5.066723369702143e-05,1.1541219535120625e-06,19.638247638391682,0.02473140722715022
1182,4.827822980713446e-05,1.131882640411824e-06,19.69068727811661,0.02545507503364873
1185,4.87804233681558e-05,1.1358282953164162e-06,19.67945170912885,0.02528083639837348
1188,4.9605629942055676e-05,1.136314641649082e-06,19.661238199503636,0.02487092589845744
1191,4.9958211892728486e-05,1.1421331335964474e-06,19.653548408065934,0.024821851039468622
1194,5.075534487717868e-05,1.1418400420668116e-06,19.63636116451668,0.024425744258353182
1197,4.76447513135889e-05,1.14625390692001e-06,19.705027961163147,0.026121017158789405
1200,4.7755116872668714e-05,1.1177128898090092e-06,19.702515841618606,0.025411755440284785
1203,4.7058727617855753e-05,1.112646556556979e-06,19.7184651711116,0.025670916123431316
1206,5.065089823724447e-05,1.137894783257375e-06,19.6385977435489,0.024391543020642552
1209,5.061921516546615e-05,1.1451420173482268e-06,19.63927710408429,0.024562256521767665
1212,5.107796949076991e-05,1.1669573496049657e-06,19.629481561359864,0.024805368273373846
1215,5.108680176572607e-05,1.1546723272656634e-06,19.62929383479627,0.02453998894066099
1218,4.868065537371285e-05,1.1353803955335445e-06,19.681674581333386,0.025322658294962788
1221,5.0244470133590304e-05,1.1428760696661385e-06,19.64734494573853,0.024696487456012363
1224,4.936886427551145e-05,1.1348311038702941e-06,19.666432781170396,0.02495757667993968
1227,4.9578953113444504e-05,1.1388141227142997e-06,19.661822241871057,0.024939044612168084
1520,5.033010137511705e-05,1.1618343702456868e-06,19.645496109392422,0.025063443252505663
1523,5.0480502167468034e-05,1.1371710321619966e-06,19.64225645600485,0.024458309795026716
1526,5.0871731663941674e-05,1.1431830671855375e-06,19.633874319323642,0.02439852554870966
1529,4.8842528207221896e-05,1.1622486650459673e-06,19.678070282317364,0.02583599786682676
1532,4.946161881919208e-05,1.152417131133851e-06,19.664394806799642,0.025296806536587123
1535,4.986448787981382e-05,1.1456722055893689e-06,19.655587214554046,0.024945564374221366
1538,5.002835567128772e-05,1.1367162658620359e-06,19.65202505039361,0.024669489688868527
1541,4.698285371584128e-05,1.1228058574207253e-06,19.720217142082735,0.025947146116097664
1544,4.820559744899556e-05,1.1336169559497493e-06,19.692321947843286,0.02553249075907865
1547,5.018300128754427e-05,1.1634244105758505e-06,19.648674043424784,0.025171312429555996
1550,5.189934457915527e-05,1.1488288143071986e-06,19.612160939002777,0.024033541210916415
1553,4.920767169745127e-05,1.1557122768967896e-06,19.669983581007276,0.025500061637244453
1556,5.056307223586332e-05,1.1745302491618348e-06,19.64048198725371,0.025220580133065905
1559,5.1783136482054766e-05,1.1929525273663558e-06,19.614594742473706,0.025012616799838357
1562,5.0984444729112035e-05,1.1765086958341961e-06,19.631471387859097,0.025054270828423396
1565,5.119885563119481e-05,1.1745199828314196e-06,19.626914987352983,0.024907175225904743
1568,5.0819145412676924e-05,1.1707172955487958e-06,19.634997228351494,0.02501203322078642
1571,5.011880889441792e-05,1.1588093668796127e-06,19.650063769386392,0.02510357512056061
1574,5.113723643703145e-05,1.169701468663831e-06,19.628222486921207,0.024834882011093705
1577,5.190232899548684e-05,1.1874192776305851e-06,19.61209850669797,0.024839426763746484
1580,5.26231553294265e-05,1.2011202536209538e-06,19.597123409284197,0.02478186147259195
1583,5.342579641022541e-05,1.2188169882603725e-06,19.580688110166776,0.02476919054173005
1586,5.174550216879529e-05,1.2238823970329469e-06,19.615384107402665,0.025679786128854385
1589,5.400766086444886e-05,1.2384009070446747e-06,19.568927202577733,0.024896036585594705
1592,5.397145930971776e-05,1.2382092440070358e-06,19.569655219995347,0.024908880035462988
1595,5.510048753532145e-05,1.2462670638457436e-06,19.547177018394006,0.02455726496335512
1598,5.5061963853072564e-05,1.2479216950520804e-06,19.54793637982317,0.024607073017530425
1601,5.568020633846615e-05,1.2379669959587389e-06,19.53581353227151,0.02413973791040894
1604,5.187817657263108e-05,1.2164043076355508e-06,19.612603864814254,0.0254576063323014
1607,5.166648572441249e-05,1.192971333340998e-06,19.61704331602792,0.025069484593082978
1900,5.365355517462509e-05,1.2290738754410124e-06,19.57606936144031,0.024871604510558237
1903,5.250072541267428e-05,1.2262082959693078e-06,19.599652361836625,0.02535848278369214
1906,5.330596209351419e-05,1.2346882710182653e-06,19.58312615696224,0.025148139247220418
1909,5.252354413672066e-05,1.2193461127840765e-06,19.59918056393049,0.025205614787430053
1912,5.139934330051042e-05,1.196209827265531e-06,19.622671696524904,0.025268188940786675
1915,5.51111316107614e-05,1.205958713799528e-06,19.546967300794414,0.02375841320521934
1918,5.181585640441133e-05,1.1948155773402197e-06,19.613908921028713,0.02503586006959873
1921,5.390702665002909e-05,1.2005021058695662e-06,19.570952177013037,0.024179196687900823
1924,5.1275540599573786e-05,1.2037437361908707e-06,19.625290002671267,0.025488725040260434
1927,5.253419788618516e-05,1.2015054198168518e-06,19.598960358140282,0.024831785522537096
1930,5.1736720134042724e-05,1.2082924294797892e-06,19.61556838974398,0.025356977273055727
1933,5.232404753283768e-05,1.1951121234956003e-06,19.603312293491573,0.02479885563918206
1936,5.49684369972953e-05,1.2188345872234425e-06,19.5497821518481,0.024074412722068773
1939,5.5821906700643385e-05,1.2302416051762944e-06,19.533053955935735,0.023928201852773043
1942,5.454984054681081e-05,1.2325833792223224e-06,19.558081908653335,0.024532801320590374
1945,5.4863824776165685e-05,1.2496118245754286e-06,19.55185042046888,0.02472938781374964
1948,5.407247996568472e-05,1.2442248599315403e-06,19.567624901287807,0.024983133345189434
1951,5.563154473729242e-05,1.2689514408195133e-06,19.536762824058425,0.024765562917295206
1954,5.684175014597522e-05,1.2683175566496236e-06,19.51339701903114,0.024226176830383382
1957,5.407614614259928e-05,1.2921536841158688e-06,19.56755128960814,0.025943750378524352
1960,5.587308615148099e-05,1.2946928453426018e-06,19.53205897155579,0.025158712236133043
1963,5.466884923100914e-05,1.286434680961485e-06,19.55571579185564,0.025548895354909142
1966,5.5607991758228125e-05,1.2508677548997174e-06,19.537222594447403,0.024422971697376318
1969,5.2119448935019625e-05,1.234105643737506e-06,19.60756608423503,0.025708506234835605
1972,5.355717281865885e-05,1.2092879327255933e-06,19.578021513869878,0.02451525391347512
1975,5.115582119893317e-05,1.208804862882686e-06,19.627827970430218,0.02565579387369485
1978,4.990413785173952e-05,1.177105609416264e-06,19.654724229582804,0.02560962340966624
1981,5.310097961969647e-05,1.1814701224926584e-06,19.587309289470078,0.024157085161466436
1984,5.273984875975879e-05,1.1859926157291818e-06,19.594718422162412,0.024415601329055795
1987,5.135575477041542e-05,1.2062840077119076e-06,19.62359283131945,0.025502618474766082
2280,5.10913956174242e-05,1.2239755780467225e-06,19.629196207098012,0.02601053627064893
2283,5.1378864391792445e-05,1.2080886200612112e-06,19.623104369820584,0.025529282690145993
2286,5.366608893821172e-05,1.218495294151203e-06,19.575815757152252,0.024651776985473238
2289,5.3193800307628955e-05,1.224805293406156e-06,19.585413075806073,0.024999444355167596
2292,5.241984332220182e-05,1.2325766763374867e-06,19.60132632591053,0.02552951397459157
2295,5.447272807294442e-05,1.2382618246927163e-06,19.55961780749955,0.024680711644153856
2298,5.593391582060282e-05,1.2480659651960204e-06,19.530877561099548,0.024226274603870827
2301,5.378209445033984e-05,1.2701677777131906e-06,19.57347134462829,0.02564175226856887
2304,5.414372963346961e-05,1.2481927706205886e-06,19.566195201331475,0.025029825074008086
2307,5.4626794758025926e-05,1.2804317240054987e-06,19.556551324992675,0.025449252269544607
2310,5.7717810002729397e-05,1.2958986751434996e-06,19.49679101173161,0.02437729548704041
2313,5.621722246857208e-05,1.2903339240483196e-06,19.525392160884675,0.024920517166248952
2316,5.4536331514642805e-05,1.2739019433946737e-06,19.55835081982904,0.025361468636444225
2319,5.3432978730509106e-05,1.2775388440202432e-06,19.580542158556014,0.025959065148386324
2322,5.6609048470105885e-05,1.2823891795861193e-06,19.517850984834723,0.024595650315549635
2325,5.5338854478086247e-05,1.2817680701044213e-06,19.542490209926346,0.02514800880756239
2328,5.6066238452854455e-05,1.2862504898190793e-06,19.528312072858547,0.024908550381149242
2331,5.504732160622181e-05,1.2720829332723006e-06,19.548225140531265,0.025090167074587517
2334,5.6142535928010194e-05,1.2802052269938104e-06,19.52683555831087,0.024757790888713823
2337,5.4118105275681204e-05,1.2966372434768678e-06,19.566709164419528,0.026013586257485555
2340,5.5635178379888394e-05,1.3046093604566425e-06,19.536691910182068,0.025459819793193353
2343,5.705640725868345e-05,1.3030752163294564e-06,19.50930456872076,0.024796442816272902
2346,5.804237713704277e-05,1.2828376842859477e-06,19.49070264541625,0.02399666222092805
2349,5.5018296250029595e-05,1.2570524573865592e-06,19.548797778588785,0.024806790782148744
2352,5.482419328158177e-05,1.2638120109115354e-06,19.552634997511163,0.025028484216945337
2355,5.5151118197403356e-05,1.2879822885625712e-06,19.54617981665001,0.02535595011463351
2358,5.6102706094131284e-05,1.3111318782448605e-06,19.527606097777987,0.025373880308634255
2361,5.516909061093746e-05,1.2760249930750129e-06,19.545826059157267,0.02511236849865923
2364,5.4737938304410706e-05,1.282838020895316e-06,19.55434453290533,0.02544530772022297
2367,5.558202376583476e-05,1.2755373788522098e-06,19.537729733328284,0.024916277222590103
2660,4.6456491014350554e-05,1.0688573838812833e-06,19.73244961414561,0.024980301655682224
2663,4.903303128748996e-05,1.0794257502873405e-06,19.673843765429474,0.023901675802250152
2666,4.6974202651460616e-05,1.0832953914787455e-06,19.72041707967545,0.025038701257008633
2669,4.867291258734587e-05,1.0925353862035153e-06,19.681847284269253,0.0243709521523262
2672,4.773240057955872e-05,1.1090847854809833e-06,19.703032430655387,0.025227591554630318
2675,4.878845281607915e-05,1.0988397976041746e-06,19.67927300742242,0.02445353526551585
2678,4.977587034145183e-05,1.0850498319934689e-06,19.657518466044145,0.023667650178302704
2681,4.772281433291912e-05,1.112534179288986e-06,19.70325050433714,0.025311135865926995
2684,4.653729182427697e-05,1.0996778667780127e-06,19.730562856039636,0.02565598526962899
2687,4.915470521071286e-05,1.104091848216443e-06,19.671152882515774,0.02438733968290896
2690,4.7989312405362156e-05,1.1025696080622981e-06,19.69720430385336,0.024945132191672287
2693,4.7571252297696355e-05,1.1008573409526575e-06,19.706704161704906,0.02512527237808167
2696,4.92040371792619e-05,1.1204990983385991e-06,19.670063777317893,0.02472493129034958
2699,4.927190127637103e-05,1.1259587035649067e-06,19.66856732000955,0.02481118239513132
2702,5.101648277165478e-05,1.14129292173222e-06,19.630789337906915,0.02428907243380832
2705,4.891672789090799e-05,1.1145665213198988e-06,19.676422125372536,0.02473847448478376
2708,4.655113230731554e-05,1.08484822865155e-06,19.730239999276787,0.025302477944872934
2711,4.5972746572425456e-05,1.0848370200064516e-06,19.743814495296267,0.025620545142486625
2714,4.604713583757291e-05,1.1024820924463013e-06,19.742059067362764,0.025995204719980278
2717,4.611200001171238e-05,1.0873700451017583e-06,19.740530724171716,0.02560281544145969
2720,4.863349340306294e-05,1.0911605818605273e-06,19.68272695580667,0.024360013357714247
2723,4.491697009760965e-05,1.0681863688172107e-06,19.769039489855277,0.025820277092013497
2726,4.5391292379769036e-05,1.042837107338534e-06,19.757634251930295,0.024944123503461414
2729,4.56753712297872e-05,1.022080818351473e-06,19.750860407787684,0.02429559122990365
2732,4.5318223427773165e-05,1.0286870281711264e-06,19.75938343167353,0.02464533393791335
2735,4.69353559873584e-05,1.0433079359201284e-06,19.721315331837783,0.02413441157333622
2738,4.656860880950064e-05,1.0535333921409428e-06,19.729832462246502,0.02456288422633107
2741,4.754953412277205e-05,1.056123818367503e-06,19.70719995679058,0.024115312325633104
2744,4.5903699444183e-05,1.0699640881906422e-06,19.74544640389376,0.025307301206783518
2747,4.4994917351279564e-05,1.05496746766088e-06,19.767156976230574,0.02545657247326503
3040,4.92149343280263e-05,1.0838483615168026e-06,19.669823347473745,0.02391090067748879
3043,4.7558375848368834e-05,1.0854786918432079e-06,19.706998085429436,0.024780987453928906
3046,4.757643476797777e-05,1.0922064481744498e-06,19.706585886720116,0.02492511449494827
3049,4.6525605994703656e-05,1.0842913861799234e-06,19.73083552599973,0.025303365519128037
3052,4.805300778335626e-05,1.0664903548632922e-06,19.695764180625034,0.024096872260751256
3055,4.809992125249509e-05,1.094391806598916e-06,19.69470470887545,0.024703175715770288
3058,4.801986520712642e-05,1.0922339701793468e-06,19.6965132806621,0.024695570476412684
3061,4.700860713152042e-05,1.0975633878899808e-06,19.719622164278437,0.025349917386726872
3064,4.830793121381569e-05,1.1091634155295862e-06,19.69001952420152,0.024928802516992248
3067,4.7999238841618716e-05,1.1150628515258882e-06,19.696979746005027,0.025222568892754284
3070,4.832066865618735e-05,1.1141644112703052e-06,19.6897332838454,0.025034600575923504
3073,4.767760733763749e-05,1.0888523164617476e-06,19.704279490882485,0.024795841226789548
3076,4.679399262674119e-05,1.0891946301804757e-06,19.724590366547694,0.02527200560653336
3079,4.6739790648324434e-05,1.0963364881838947e-06,19.725848715239756,0.025467213295301945
3082,4.9326562407290594e-05,1.1147914180845027e-06,19.667363496487457,0.024537882720753013
3085,4.691047765692107e-05,1.1048263742548675e-06,19.721890984557856,0.025571046265464435
3088,5.0077635412856055e-05,1.1165719029203402e-06,19.650956087321084,0.024208462125291708
3091,5.0346462345637845e-05,1.1192101664789548e-06,19.645143222930287,0.024136095007772872
3094,4.6716002579109294e-05,1.1100455842364596e-06,19.726401437926153,0.02579879726859098
3097,5.0034078693923084e-05,1.1103438943384555e-06,19.65190085407714,0.024094389210004893
3100,4.763387533601174e-05,1.11688499681595e-06,19.705275832969956,0.025457565000542248
3103,5.015393270717618e-05,1.1203665691234763e-06,19.64930314000474,0.024253781927732258
3106,4.7547193044086085e-05,1.1085578617588172e-06,19.707253413811948,0.025313826716643773
3109,4.908136170019896e-05,1.1098850397675785e-06,19.672774114351476,0.024551934360659586
3112,4.698565423085371e-05,1.1074868245245902e-06,19.720152426347468,0.02559161006402173
3115,4.86180675764505e-05,1.102564577852264e-06,19.683071389940444,0.024622415902805478
3118,4.826261875421908e-05,1.108369961680022e-06,19.691038414153738,0.024934357619315475
3121,4.975404075977833e-05,1.1047784916884e-06,19.65799472825066,0.024108554568574064
3124,4.9066376858331326e-05,1.1097640762857183e-06,19.67310564691053,0.02455675583795987
3127,4.661626553760016e-05,1.0948235848070444e-06,19.72872192494157,0.025499460116325846
3420,4.924708323153325e-05,1.1248546956055524e-06,19.669114338444956,0.02479934623476603
3423,4.9259625023094143e-05,1.1510080201809779e-06,19.668837868395656,0.025369480155230106
3426,5.041161133729112e-05,1.154916936436554e-06,19.643739174079144,0.02487393475657329
3429,5.126980633083117e-05,1.1394790807561908e-06,19.62541142998854,0.024130648837608976
3432,5.148845784380427e-05,1.1434924268096434e-06,19.62079091164772,0.024112804687611393
3435,5.020448764916913e-05,1.1505771727059984e-06,19.648209273933528,0.024882701751779035
3438,4.8505598340196695e-05,1.1368978900470163e-06,19.685585956810474,0.025448015127652726
3441,5.024059230106423e-05,1.1536718061217276e-06,19.647428745321665,0.024931697476992684
3444,5.2529227442252475e-05,1.1535515620049445e-06,19.59906308829435,0.023842968113340954
3447,4.9658933158595735e-05,1.145715351336194e-06,19.66007215926163,0.02504976563471672
3450,4.766743912678313e-05,1.1341734316013626e-06,19.70451107070993,0.025833423815555208
3453,4.8421367758507454e-05,1.1501975453849971e-06,19.68747299029124,0.025790496540218272
3456,4.945814577802696e-05,1.169536424576118e-06,19.664471046498562,0.025674396380420128
3459,5.114419602299342e-05,1.1481535996530533e-06,19.62807473235268,0.02437406448243409
3462,5.005653669524235e-05,1.1605092063001157e-06,19.651413626269953,0.02517167475861179
3465,4.9682681462495974e-05,1.1626508398055673e-06,19.65955305366957,0.02540789009591293
3468,4.942285995083931e-05,1.1278456389302859e-06,19.665245939541695,0.02477685113292155
3471,5.045063039015082e-05,1.1355391406951138e-06,19.642899129286306,0.02443767198622183
3474,5.0637271188950605e-05,1.1689080619926503e-06,19.638889887831294,0.025063076527236168
3477,4.816679466047317e-05,1.1287400631577705e-06,19.69319625621519,0.025443128631871682
3480,4.870969345089737e-05,1.1151680254586689e-06,19.68102713129279,0.024857029758351027
3483,4.919755680117569e-05,1.1110790513303214e-06,19.67020678274767,0.024520297974407086
3486,4.4893096380036315e-05,1.073328998130958e-06,19.76961672047404,0.025958382175789874
3489,4.525572626750636e-05,1.0755685874865018e-06,19.760881775084492,0.025804110384438268
3492,4.803824593334472e-05,1.0570449073401735e-06,19.6960977692611,0.02389079583686041
3495,4.6448264679302584e-05,1.058151919393223e-06,19.732641889121222,0.02473448377354489
3498,4.6593144160002606e-05,1.0631622294400128e-06,19.729260576937282,0.02477432559756934
3501,4.443235302738072e-05,1.0558401200129623e-06,19.780817339756922,0.025800205630069004
3504,4.441040837824242e-05,1.0452373831620134e-06,19.781353705357848,0.025553740911367768
3507,4.4481210991612836e-05,1.0295473238942303e-06,19.779624116505058,0.025130089292635948
